Rating,Reviews
4.1,530792
4.8,12137
3.9,237
4.5,6404
4.4,6356
4.3,169
4.2,8
3.0,2
4.5,4450855
4.4,86961
4.5,10216997
4.7,48701
4.1,15246
4.5,520654
4.5,4076
4.5,530904
4.6,106750
4.3,33785
4.3,4207
4.5,58795
4.2,3235
4.2,47031
4.4,131
4.5,114
4.1,673203
4.2,2178
4.1,175625
4.7,8508
4.3,3484
4.4,379415
4.4,19245
4.3,24877
4.4,765
4.3,10088
4.3,525552
4.2,3762
4.2,141363
4.3,472584
4.3,1329192
4.1,148295
4.2,41273
4.5,278
4.3,392596
4.3,43060
4.5,514088
4.1,41867
4.5,1014846
4.2,23060
4.4,112080
4.0,15489
4.1,51895
4.3,43060
4.3,525552
4.4,623398
4.3,472584
4.1,66661
4.0,10447
4.3,1574197
4.6,19170
4.3,169609
4.7,6188
4.3,1369
4.4,2952
4.2,731
4.7,9856
3.9,10753
4.1,154
4.1,288523
4.1,4522
4.2,3328
4.7,31100
4.4,854
4.3,560
4.5,197
4.3,63186
4.3,23772
4.1,6007
4.1,2903
4.1,3617
4.6,3063
4.1,3234
4.4,276
4.4,1595
4.3,879
4.0,68559
4.8,61
3.8,1123
4.7,30
4.5,566
4.8,97
4.4,38
4.8,4
4.2,38
4.2,214
4.0,248
4.7,185
4.7,2195
3.9,1615
4.5,359
4.1,38021
4.4,6190
3.9,6903
4.4,13155
4.4,496
3.6,418
4.4,1160
4.1,59917
3.6,1042
4.6,73
4.3,382
4.5,253
4.4,3396
4.1,38021
4.4,6190
3.9,6903
4.4,13155
4.4,496
3.6,418
4.4,1160
4.1,59917
3.6,1042
4.6,73
4.3,382
4.5,253
4.4,3396
4.5,4450890
4.1,182173
4.5,470713
4.1,59729
3.9,133117
4.2,108795
4.1,47213
3.9,95537
4.1,66660
4.2,51838
4.7,6294397
3.8,36028
4.3,528745
4.3,169609
4.3,82471
3.9,44062
4.3,392596
4.0,79667
4.0,20763
4.3,1574204
4.2,123322
4.1,29319
4.0,8126
4.4,623398
4.3,50887
4.3,63160
4.4,13155
4.2,28737
4.1,530792
4.3,45579
4.2,19720
4.6,361970
4.1,159619
4.5,354384
4.4,272321
4.5,2376564
4.3,129603
4.2,1135
4.4,578
4.6,129
4.5,63
4.8,216
4.5,171
3.2,45
4.6,717
4.5,2921
4.1,1533
4.6,92
4.5,199
4.4,1361
4.4,12
4.4,15
3.8,206
4.6,395
2.5,79
4.0,15
5.0,3
4.3,35
3.4,77
3.4,51
4.3,214
4.4,104
4.4,8
4.2,45
5.0,2
4.1,80
3.9,10
4.6,156
4.2,178
4.4,576
4.2,168
3.6,25
4.5,163
4.7,25
4.6,319
4.5,133
4.2,9
4.2,74
4.3,3
4.4,4207
4.1,12
4.4,17
4.6,358
4.4,726
4.2,33
4.5,492
2.6,41
4.6,625
4.8,12
4.2,64
4.7,11
3.0,4
3.5,214
4.6,66
4.8,59158
4.2,19473
4.6,73118
4.4,27524
4.8,102858
4.0,2094
3.7,236
4.2,33033
4.8,78825
4.7,18674
3.5,250
3.9,6266
4.2,22
4.8,53743
2.7,2657
4.2,4476
4.7,156410
4.6,2006
4.5,6099
4.7,23160
4.7,8348
4.5,7837
4.7,6185
4.0,3803
3.4,1838
3.5,3707
3.0,315
4.7,87418
4.6,21189
4.2,1746
4.8,69126
4.5,453
4.2,10710
3.8,700
3.0,914
4.4,15875
4.5,503
4.0,488
3.6,190
4.4,15
4.7,26862
4.9,100082
3.6,27
4.5,72167
4.1,21
4.6,6035
4.7,9945
4.7,4318
2.8,78
4.3,2218
4.6,47
4.3,23889
3.4,650
4.0,3498
4.8,3052
4.2,1747
3.0,45
4.5,1686
3.7,529
4.5,1388
4.5,572
4.6,92
4.2,1135
4.6,21189
3.6,54
4.4,275
4.4,2159
4.5,2951
4.5,2921
4.1,84
4.6,15545
4.3,5521
4.3,2108
4.7,73
4.5,63
4.5,408
4.5,171
4.2,33
4.4,197
3.9,272
4.2,4852
4.4,12
4.1,1533
3.4,51
4.1,38
4.0,15
4.1,90
3.5,1288
4.2,4303
4.0,1545
4.5,199
4.3,283
4.3,460
4.8,216
4.6,129
4.1,80
4.6,395
3.5,214
2.3,17
4.5,513
4.3,168
4.2,64
4.2,168
3.1,82
4.4,8
4.4,112
2.9,92
3.1,83
3.7,3
4.0,6
3.8,343
4.6,717
4.4,137
3.8,206
4.8,12
4.3,4107
3.7,9
5.0,3
3.0,2
3.7,20
3.7,3
5.0,1
5.0,3
5.0,4
5.0,2
5.0,4
5.0,2
5.0,3
5.0,2
5.0,1
4.3,10
4.9,28
5.0,1
4.9,14
4.6,5
5.0,1
4.0,1
5.0,2
4.0,2094
2.6,496
4.7,87418
4.8,53747
4.3,44
4.7,10
2.5,124
4.6,2014
4.5,503
4.1,21
4.5,11
4.3,573
3.8,700
4.4,163
4.5,330
4.5,453
3.8,24
4.5,1686
4.0,531
4.5,20
3.7,3596
4.3,56
3.7,9
4.4,27
3.8,63
2.7,2657
5.0,3
4.3,123
3.8,122
3.0,315
5.0,2
3.6,26
4.0,122
4.3,17
4.7,623
5.0,6
4.7,6
4.6,7
3.1,253
4.4,3786
5.0,1
3.6,10
2.8,66
4.4,65
4.2,1747
4.6,17
4.2,28
3.8,292
3.5,19
4.7,23160
4.1,78158306
4.5,66577313
4.3,8606259
4.4,49173
4.4,2955326
4.2,22492
4.0,17014787
4.3,1403
4.6,4305441
4.4,441189
4.2,4831125
4.4,4919
4.4,13762
4.3,6086
4.6,70616
4.4,1200
4.5,76480
4.6,271445
4.6,225103
4.6,33177
4.4,54768
4.5,457197
4.5,25562
4.3,16404
4.4,2508
4.6,79658
4.3,374
4.8,1259075
4.2,4751
4.6,60562
4.0,22695
4.6,22098
4.3,231325
3.6,13223
4.0,479908
4.5,313633
4.4,540930
4.5,57146
4.2,1225339
4.5,19583
4.3,344921
4.2,79129
4.2,83488
4.4,441189
4.3,3781770
4.3,315441
4.1,382120
4.5,412725
4.3,3806669
4.2,1259849
4.1,486824
4.3,1157004
4.2,423105
4.1,205803
4.1,285816
4.4,2955325
3.7,138026
3.9,8936
3.7,4253
4.0,17014705
4.5,66577446
3.6,14835
4.1,6388
4.1,309872
4.0,479909
4.1,17955
4.0,17015352
4.5,66577313
4.6,4305441
4.3,51502
4.3,1064049
4.2,58341
4.5,637309
4.2,1259894
4.3,1157003
4.1,161610
3.8,19446
4.2,1225367
4.4,1520959
4.3,3806669
4.2,423138
4.1,285820
4.0,33249
4.3,3781770
4.3,51504
4.2,1175794
4.2,1259894
4.0,852455
4.4,900064
4.0,3677
4.2,79129
4.2,83488
4.4,695613
4.1,382121
4.1,207712
4.3,175722
4.0,2052
4.2,79130
4.2,1175815
4.2,1259894
4.1,486830
4.0,852455
4.3,1064076
4.3,3781770
4.4,900064
4.4,624557
4.2,423138
4.2,522018
4.0,33249
4.2,79130
4.0,141613
4.5,6210998
4.6,591312
4.3,94294
4.2,608753
4.3,38961
4.6,5916606
4.4,441473
4.4,2788923
4.5,973270
4.3,909226
4.2,1573054
4.2,857923
4.4,35563
4.6,85858
4.2,106798
3.6,8820
4.5,37186
4.4,25714
3.8,44255
4.7,1084945
3.6,18252
4.2,42750
3.6,3656
4.3,216741
4.4,662287
4.5,30834
4.1,367290
4.3,2588
4.3,162655
4.7,3860225
4.3,125783
4.2,171584
4.2,244141
4.3,568273
4.2,142512
4.3,109124
4.6,135043
4.4,108592
4.3,1315242
3.8,48732
4.6,308234
4.5,178497
4.1,68406
4.4,6012719
4.3,45362
3.8,18364
4.0,15867
3.3,9189
4.1,23187
4.1,11798
4.2,9975
4.1,52896
4.4,7793
4.1,9701
4.2,31519
4.5,181990
4.3,213735
4.5,6211039
4.1,42871
4.5,315908
4.4,210208
4.6,1370749
4.5,79261
4.6,284725
4.7,67071
4.3,46153
4.4,101883
4.4,1659
4.2,9975
4.1,11798
4.1,52896
4.5,181990
4.7,57920
4.1,28523
4.2,24953
4.5,37253
4.4,210208
4.6,1370749
4.2,33758
4.6,284721
4.3,3420
4.1,7193
4.1,11798
4.4,2788923
4.1,52896
4.6,2278
4.2,5121
4.2,39735
4.1,9701
4.2,1558
4.3,213735
4.2,16966
4.5,181990
4.7,57920
4.5,6211039
4.3,125783
4.0,41986
4.4,441473
4.4,186116
4.0,13085
4.5,315908
4.6,5916569
4.1,28523
4.5,28560
3.9,34171
4.5,44588
4.2,4158
4.3,105773
4.3,909204
4.4,279428
4.5,33583
4.6,94205
4.4,210208
4.3,95520
4.3,46153
4.1,68406
4.7,181798
4.4,25719
4.2,142512
4.4,2788923
4.2,39735
4.2,5121
4.1,9701
4.0,13085
4.1,28523
4.5,44588
4.6,94205
4.3,95520
4.6,1370749
4.4,2788923
4.0,4602
4.5,72596
4.1,110425
4.4,2375
4.0,13085
4.6,5917485
4.5,35497
4.4,3878
4.5,33583
4.1,68406
4.3,44071
4.5,6212081
4.2,39735
3.8,6380
4.5,5123
4.7,181823
4.1,19232
4.6,98716
4.8,109500
4.0,21159
4.7,1320
4.7,50424
4.1,32398
4.5,10858556
3.6,219745
4.5,38953
4.7,142634
4.7,259450
4.5,123029
4.2,914804
4.5,21841
4.4,5282578
4.5,10349
4.5,859
4.4,40289
3.7,3362
4.3,49680
4.5,3378
4.4,10525
3.3,3492
4.3,654419
4.4,1864
4.5,74476
4.4,221858
4.2,401820
4.5,3116
4.7,31985
4.5,4400
4.6,3337956
4.6,11677
4.4,3158047
4.3,125259
4.3,56114
4.6,15700
4.4,16523
4.5,26361
4.5,285788
4.2,4410
4.0,5855
4.4,47090
4.7,233039
4.3,28578
4.6,1159058
4.4,53421
4.5,1579287
4.3,116880
4.3,21730
4.4,62421
4.5,10858538
4.4,70189
4.6,847159
4.3,251951
4.6,98716
4.3,654418
4.4,5282558
4.2,240475
4.3,527247
4.4,3157936
3.9,55427
4.3,68070
4.4,2418135
4.2,329160
4.5,1579287
4.3,42677
4.3,1517369
4.3,811693
4.1,23440
4.4,3368649
4.3,42079
4.0,29707
4.0,15098
4.0,35724
4.4,71898
4.3,4865093
4.1,106080
4.2,44941
3.9,129272
4.4,111066
4.4,49553
4.5,10859051
4.4,70189
4.6,847159
4.3,251951
4.6,98716
4.1,43296
4.0,130081
4.3,462152
4.2,140917
4.0,88860
4.1,49211
4.1,351254
4.0,157506
4.3,1871416
4.3,116880
4.2,240475
4.5,420973
4.0,34753
4.4,635846
4.1,78140
4.4,2418135
4.3,244371
4.3,12865
4.2,215343
4.3,6120977
4.4,3368646
4.4,753115
4.3,4865107
4.4,49553
3.8,16320
4.4,852649
4.4,1494491
4.3,527248
4.6,819774
4.0,33439
4.1,351255
4.2,477831
4.3,1871421
4.6,3337952
4.6,126337
4.3,68071
4.2,240475
4.1,373606
4.2,15426
4.6,714340
4.6,1451000
4.4,1490732
4.7,2163282
4.4,1163232
4.1,114680
4.3,751766
4.4,2418158
4.2,914917
4.4,3158151
4.5,7594559
4.2,1028637
3.8,167652
4.3,811714
4.4,1075277
4.6,7529865
4.4,3368705
4.5,1579343
4.2,93726
4.5,597068
4.5,823109
4.3,4865132
4.4,49553
4.2,197295
4.1,21578
4.3,307453
4.0,32896
4.6,98717
4.3,542561
4.4,3158151
4.5,462702
4.2,521138
4.3,1802
4.4,283662
4.2,82882
4.1,459795
4.4,133825
4.7,911995
4.6,1733
4.2,342909
4.3,31908
4.3,56270
4.5,107724
4.6,101455
4.5,152780
4.4,21733
4.7,410384
4.2,277902
4.3,91031
4.2,112725
3.9,76346
3.9,63938
4.2,18678
4.3,39878
4.6,152867
4.3,63580
4.0,121003
4.0,135763
4.0,176448
4.6,1981
4.3,16016
4.2,9992
4.3,36490
4.4,122282
4.0,218
4.6,4011
4.7,25172
4.3,14123
4.0,2487
4.5,180938
4.7,950
4.4,232423
4.8,1664
3.3,1391
4.3,2486
3.9,188834
4.4,697
3.9,5510
4.4,4549
4.3,91031
4.4,6106
4.2,277900
4.2,521138
4.1,459795
4.4,122282
4.0,176448
4.4,133825
4.3,91031
4.1,288809
4.0,43611
4.2,521138
4.2,82882
4.3,91031
3.1,78442
4.1,288809
2.9,3017
4.0,30840
4.5,36255
4.3,752
4.1,19230
4.3,926
4.5,26102
4.6,37167
4.4,2020
4.2,798
4.3,7543
3.4,1845
4.6,13098
4.2,1904
4.4,6106
4.0,11085
4.1,3387
4.0,11151
4.6,29673
4.2,277904
4.5,50017
4.4,63650
4.0,176450
3.5,50179
4.0,43611
4.2,521140
4.0,9971
4.4,122283
4.8,1660
4.1,361
4.6,5305
4.3,24082
4.4,133833
4.3,91033
4.6,990
4.5,32386
4.3,101
4.2,521140
4.4,122283
4.2,82883
4.4,133833
4.3,91033
4.5,35394
4.5,32386
4.1,288809
4.0,28895
4.7,410395
4.6,11549
4.2,277904
4.2,521140
4.1,34123
4.1,459797
3.5,4057
4.5,5517
3.9,4272
4.6,539
4.0,9971
4.4,122283
4.2,82883
4.2,342912
4.6,666521
4.5,838765
4.4,133833
4.5,2943
4.4,108318
4.3,7543
4.2,18679
4.3,91033
4.5,32386
4.0,68935
4.2,80900
4.1,288809
3.9,5511
4.2,75545
4.0,28895
3.5,50179
4.0,11151
4.0,30840
4.5,1605267
4.1,136626
4.2,219848
4.4,52029
4.4,49190
4.1,5150
4.3,64713
4.5,216388
4.5,481545
4.4,6012
4.5,260121
4.7,1830388
4.4,17878
4.1,26871
4.4,1162837
4.4,359403
4.3,9235155
4.2,219848
4.0,33782
4.7,192641
4.3,2338655
4.6,751551
3.9,24781
3.6,32862
4.0,16101
4.1,76779
4.2,2129689
3.9,98585
4.1,136633
4.3,459851
3.1,5572
3.7,16815
3.4,2277
4.4,45562
3.6,285
4.4,1162838
3.3,256
3.7,21443
3.0,2750
3.6,7081
4.8,17882
3.9,421800
3.8,43935
4.3,171889
4.5,251037
3.4,15750
3.7,27560
4.5,481546
4.4,150932
4.1,928
4.5,768833
4.0,26665
3.9,13275
4.4,48930
4.8,43054
4.7,1830387
4.3,15680
3.7,16980
4.2,5112
3.5,30447
4.3,165299
4.7,620534
4.3,599872
4.1,12564
3.1,2528
4.3,34
4.1,427
4.2,35560
4.3,397422
4.4,1162837
4.3,11182
4.3,16734
4.4,48930
3.5,30447
4.1,136626
4.6,10035
4.4,20313
4.2,25740
3.9,24781
4.2,42546
4.4,6925
4.4,24281
4.4,52028
4.4,18039
3.7,27560
4.4,22748
4.5,216388
3.7,16980
4.4,47780
3.7,7705
4.4,33256
4.5,481546
3.6,14544
4.4,134895
4.0,48082
4.1,2419
4.4,17915
4.4,61776
4.3,10323
4.4,48930
4.2,1609
4.2,219848
4.1,136626
4.3,30403
4.5,216388
4.4,33256
4.5,481546
4.3,18622
4.2,8258
4.5,260133
4.7,1830388
4.4,57573
4.4,17878
4.4,1162837
4.4,359560
4.1,17202
4.6,263525
4.4,14114
4.1,890
4.5,7153
4.5,481546
4.4,57573
4.3,9235373
4.5,149723
4.2,6762
4.2,120373
4.2,40225
4.5,42849
4.7,9971
4.0,5960
4.2,18294
4.2,2129707
4.1,38655
4.4,8033493
4.4,5745093
4.2,18239
4.2,24199
4.1,37333
4.5,12759663
4.6,308
4.1,33216
4.3,40770
4.2,28860
4.1,76604
4.0,26189
4.6,739329
3.1,45838
4.6,25592
4.5,34126
3.2,2394
4.3,330468
4.6,136874
4.4,1236
4.6,7790693
4.5,537554
4.6,315585
4.4,12215
4.2,127223
4.4,9602
3.1,24151
3.6,45483
4.1,28250
4.2,1859115
3.5,74819
3.9,18513
3.0,66
3.9,14552
4.5,87055
3.4,17030
4.4,1280423
3.4,25094
4.3,357
3.7,315
3.5,163997
3.8,5431
3.6,59
3.1,124
3.8,1420
4.2,118439
4.0,59973
4.3,32111
4.3,114788
4.5,70404
4.5,429580
4.5,876866
4.4,207706
4.4,4254879
4.3,111507
4.2,472904
4.7,115409
4.4,166367
4.3,618918
4.4,192661
4.3,54207
4.5,60571
4.7,1335799
4.5,148506
4.6,679912
4.7,152692
4.6,77311
4.8,48211
3.9,12388
4.5,85387
4.6,33509
4.5,342336
4.4,90831
4.5,12718
4.0,85659
4.3,16395
4.0,807
4.4,24265
4.1,1657
4.3,576454
4.1,88675
4.3,56848
4.2,19096
4.2,1116393
4.2,154578
4.2,40676
4.3,39833
4.5,273283
4.4,139480
4.5,801054
4.2,1859109
4.1,65597
4.4,1107320
4.5,4594198
4.3,94427
4.4,335115
4.1,33926
4.4,1028794
4.2,134203
4.1,15693
4.6,48979
4.5,410303
4.3,63712
4.1,10595
4.1,9496
4.2,428581
4.1,225544
4.6,3090727
4.5,474439
4.0,41137
3.5,75336
4.4,745245
4.4,4934130
4.4,137562
4.1,172990
4.2,68309
4.6,1121805
4.4,7146
4.6,6466641
4.6,49657
4.5,1724
4.7,139258
4.4,32794
4.5,102923
4.6,6702776
4.6,7583
4.0,24215
4.6,5073
4.5,15633
4.7,1141545
4.7,29485
4.4,142393
4.3,71688
4.7,114851
4.1,62209
4.7,202474
4.4,512102
4.6,298321
4.5,5783441
4.4,47393
4.4,55525
4.3,2267
4.3,266401
4.6,649568
4.7,6342
4.3,5413
4.5,1237135
4.6,4724
4.4,43960
4.5,3277209
4.7,229
4.3,6626
3.7,10796
4.7,273994
4.5,29203
4.4,18918
4.3,2056
4.8,440
4.6,66453
4.1,398
4.7,12089
4.1,2828
4.6,6466641
4.2,89342
4.3,495905
4.2,86743
4.0,30498
4.2,97890
3.9,25037
4.3,58617
4.1,62301
4.2,37237
4.4,1591
4.3,595120
4.3,100130
4.4,294701
4.3,63624
4.1,112977
4.2,58052
4.1,12180
4.1,118459
4.2,112479
4.1,69417
4.4,733838
4.1,157495
4.3,86481
4.6,484981
4.1,77724
4.6,6466641
4.6,2390185
4.2,33074
4.1,35771
4.2,290241
4.5,69488
4.3,10401
4.2,28806
4.0,11343
4.2,66730
4.2,25807
4.6,1121805
4.3,266402
4.4,512106
4.4,251616
4.4,87300
4.3,181399
4.3,881
4.6,40704
4.5,624924
4.1,51145
4.3,647844
4.4,2591941
4.2,7435
4.2,115773
4.1,12008
4.5,2084126
4.7,536926
4.3,3016297
4.4,1188154
4.4,2731171
3.8,8226
4.4,228794
4.3,3252896
4.2,226456
4.5,1079491
3.2,11200
4.5,9653
4.2,58675
4.4,1038306
4.7,287250
4.4,480643
4.0,27800
4.4,691474
4.0,2131
4.6,5383985
4.5,26559
4.2,13500
4.0,8550
4.4,1861310
4.5,23089
3.9,6949
4.2,858208
4.3,815981
4.2,102451
4.2,56403
4.4,115072
4.7,19302
4.6,1488396
3.1,6572
4.4,577059
4.1,1092367
4.5,618798
4.6,209696
4.3,1498393
3.9,15368
4.5,123412
4.3,185632
3.7,80847
4.5,2764964
4.4,41418
4.0,549973
4.0,212
4.4,6011
4.7,17955
4.6,25370
4.2,74146
4.5,176873
4.6,404617
4.0,10270
4.5,155999
4.4,56713
4.3,117255
4.4,691474
4.5,298843
4.5,72513
4.6,1488396
4.4,205191
4.6,73695
4.3,144879
4.6,5383971
4.5,49794
4.3,609182
4.1,979
4.2,53015
4.2,277794
4.6,67523
4.2,17415
4.5,2084125
4.4,2731211
4.3,3016305
4.2,226456
4.3,496399
4.5,1079616
4.3,815974
4.3,549900
4.5,618796
4.5,1508137
4.4,480640
4.2,858227
4.2,244567
4.6,2401017
4.4,57033
4.3,12321
4.6,122424
4.2,21507
4.2,80581
4.2,37204
4.0,10643
4.3,226295
4.6,57904
4.4,691474
4.6,404610
4.6,1488397
4.5,298854
4.5,155999
4.4,480638
4.3,5157
4.0,8985
4.2,16349
4.2,30291
4.5,25985
4.0,10270
4.2,60840
4.4,133573
4.6,23393
4.3,198051
4.6,102594
4.2,858230
4.4,80119
4.6,26919
4.4,2731211
4.6,267189
4.4,1038303
4.1,6850
4.4,1861309
4.4,18669
4.1,16420
4.3,16149
4.1,71432
4.1,282460
4.5,86
3.9,17941
3.8,3614
4.6,1413
4.7,39
4.0,3789
4.7,107
4.1,559
3.7,4976
4.1,44
3.7,9293
4.6,62386
4.4,162
4.6,1002
4.1,99
4.4,498
4.7,34336
4.4,9073
4.8,190
4.0,464
4.9,717
4.8,7505
4.4,11501
4.7,69
4.2,2715
4.6,349
4.6,37
4.5,806
4.6,60
4.1,319
3.8,824
4.8,6668
4.8,1940
4.5,1025
4.0,3346
4.4,5343
4.7,247
3.9,3182
4.4,1528
4.4,39
4.5,76795
4.4,1558437
4.8,159455
4.4,2053404
4.8,892
4.5,981995
4.7,11118
4.5,178934
3.5,11297
4.4,15370
4.3,18194
4.4,40606
4.2,133338
4.6,36900
4.4,1312037
4.4,4184
3.9,100994
4.3,20008
4.5,13426
4.2,18773
3.7,26941
4.2,7457
3.9,135337
3.6,7623
4.5,1422858
4.3,21404
4.3,2143
4.2,189313
4.6,89868
4.5,309617
4.5,3478
4.2,24349
3.9,22154
4.8,17493
3.8,15966
4.5,2332
4.5,29344
4.2,67772
4.0,634
4.2,18425
4.3,25655305
4.3,7557
4.2,59089
4.3,1551
3.6,12764
3.9,54807
4.8,259003
3.9,121916
3.7,400
4.6,3930
4.4,1032076
4.4,239242
4.2,193381
4.1,7624
3.8,19738
4.4,259605
4.5,18699
4.6,98819
4.7,53006
4.3,436921
4.5,351168
4.3,1615596
3.7,906384
3.9,3484
3.6,5639
4.5,504823
4.4,25922
3.8,5555
4.6,921868
4.2,6449
4.3,15874
3.8,2093
4.4,26421
3.1,2689
4.6,36969
4.1,45744
4.5,714665
4.0,119202
4.5,6474426
4.3,6685
3.7,11549
3.9,28835
3.5,13205
3.3,1261
4.3,1215
4.5,6474672
4.1,159622
4.4,169965
4.4,38630
4.5,249919
4.4,158196
4.3,42624
4.5,26411
4.3,296781
4.6,29706
4.1,30693
4.2,83558
3.5,6066
4.0,293080
3.8,54256
4.3,355921
4.3,37882
4.1,190888
4.3,948198
4.5,9548
4.4,1071
4.0,11908
4.1,185058
4.6,697212
4.3,978
3.9,877635
4.5,51684
4.7,175110
4.3,11667403
4.5,357944
3.1,735
4.7,2543
3.8,18818
4.0,30287
4.2,31504
4.0,13950
4.2,21147
3.4,41490
4.6,2090
4.5,44274
4.0,7006
4.4,2959
4.2,40167
4.1,56807
4.4,1284017
4.0,4332
3.7,10382
4.6,413999
4.5,66978
4.6,66384
4.5,17703
3.9,32121
4.3,350
4.4,74425
3.9,877635
4.3,131028
4.4,1284017
4.4,84957
3.6,3311
4.5,23158
3.6,1380
4.1,49259
4.4,185884
4.1,40975
4.2,27104
4.7,247992
3.9,63647
3.9,6105
4.4,30722
4.3,296781
4.6,56524
4.0,24790
4.3,13169
4.2,61692
4.5,249919
4.3,3684
4.0,18976
4.1,63020
4.6,62740
4.1,49259
4.5,76677
4.0,293080
4.2,78154
4.3,479594
4.2,201737
4.3,11667403
4.2,233305
4.0,80368
4.2,23292
4.3,296781
4.0,24790
4.5,249919
4.3,23641
4.3,3684
3.9,13217
4.0,18976
4.1,49259
4.1,63020
4.1,40975
4.0,17240
4.0,293080
4.5,256680
4.1,62465
3.9,63647
4.2,201737
3.9,877643
4.5,103074
4.3,131028
4.4,1284018
4.6,7232629
4.2,15681
4.1,53481
4.4,104800
4.4,50459
4.2,43269
4.5,56443
4.2,4928420
4.4,1421884
4.4,3652
4.0,126282
4.3,14110
4.4,18710
4.2,22063
4.3,286454
4.1,15922
4.4,652
4.3,29768
4.4,102248
4.2,41225
4.7,162049
4.3,26014
4.5,53562
3.7,10562
4.3,21589
4.2,3682
4.1,2909
4.5,37937
4.8,15865
4.3,63920
4.7,38375
4.3,16657
4.2,301413
3.7,20605
4.6,16094
4.5,65590
4.3,32225
4.5,44348
4.2,23279
4.2,12572
4.3,70556
4.3,1240
4.4,56471
3.7,6939
4.4,10218
4.4,617477
4.2,1688
3.5,18857
4.2,11838
4.2,60838
4.0,17000166
4.5,162335
4.2,886418
3.9,3720
4.3,9951
3.7,2398
4.3,213340
4.3,1805398
4.6,94989
4.3,10483141
4.2,3815614
4.6,10247
3.9,730
4.4,5565856
4.6,263454
4.1,1728557
4.8,39480
4.3,1311
4.5,14885236
4.4,5453997
4.4,174
3.3,8642
4.2,1092337
3.8,4257
4.5,43576
4.3,3014548
4.5,27711703
3.7,1221896
4.5,152658
4.1,14766
4.4,1852384
3.7,353342
4.1,672089
4.8,3053
4.4,69109672
4.3,960726
4.1,1703479
4.4,5741684
4.1,10421284
4.5,66509917
4.5,9876369
4.5,469851
4.5,8389714
4.2,685450
4.4,867920
4.5,787107
4.3,798522
3.8,6760
4.5,13118
3.7,413609
4.5,1013465
4.5,1117212
4.3,908525
4.6,305765
4.3,154668
4.4,98324
4.3,27931
4.3,47698
4.3,25623548
4.3,133195
4.3,1295293
4.4,17069
4.2,145088
4.9,46253
4.5,2078744
4.6,111741
4.6,515240
4.6,49275
3.4,29265
3.8,85763
4.4,4918776
4.7,2440695
4.6,137198
4.1,78128208
3.8,22191
4.4,5637451
4.4,5276983
3.9,31061
4.1,12495
4.5,512996
3.7,800
4.4,2349421
4.5,944661
4.5,14184910
3.8,159
3.1,50
4.5,799206
5.0,2
4.4,3039889
4.3,1305050
2.9,155
3.1,3042
3.3,14210
4.1,291
4.6,625
4.4,83
4.5,4487182
4.3,12
4.3,668
4.5,2948
4.5,17712922
2.2,83
4.5,6071542
4.2,828489
4.5,10053186
4.6,815280
3.9,24
4.1,8
3.3,19
4.5,472247
4.1,283
4.8,253
4.1,41
4.5,2
4.6,44881447
4.6,23125280
4.3,22248
4.1,29978
4.5,349
4.3,4624
4.4,1397944
4.7,2890
4.4,22419455
4.4,27275
4.3,9642112
4.2,1531
4.2,873
4.6,73404
4.5,901110
4.6,1218
4.7,88
4.8,557
4.7,2387
4.7,42916526
1.7,686
4.5,8096
4.0,499
3.6,608
2.0,24
4.7,707
4.1,376
4.3,109
4.3,43
4.5,2751
4.4,77
4.4,8921451
4.6,130
3.7,452
4.5,4115
4.0,459
4.8,55
4.0,1320
4.7,27
4.8,306
4.6,498
4.3,36
4.2,1002
4.8,138
4.2,20
4.6,6459626
4.2,1971777
4.5,305347
4.6,408292
4.5,1736105
4.5,10214862
4.3,5091448
4.8,2588730
4.6,2083237
4.5,4229977
4.3,8116142
4.2,640974
4.4,3058687
4.5,4972230
4.2,951
4.6,1591129
4.6,14026
4.4,1860844
4.5,1013867
4.5,762706
4.6,7657490
4.5,2586261
4.4,91171
4.1,1076243
4.4,4064868
4.6,9873470
4.6,15301
4.5,10158
4.5,4147718
4.3,1168959
4.3,4000433
3.3,23682
3.7,338449
4.5,214265
4.4,187892
3.1,740
4.0,15443
4.4,2788460
4.2,521081
3.9,94910
4.4,63773
4.6,5378795
4.8,1506783
4.4,3075096
3.9,10657
4.5,736824
3.6,1354
3.4,4082
4.7,564759
4.4,951413
4.4,1657
4.5,17350
4.2,814151
4.6,1488289
4.3,15209
4.3,27156
4.3,3249518
4.6,4300936
4.4,148536
4.5,181983
4.5,16257
4.0,4660
4.3,1476
4.5,75951
4.1,85842
4.3,4604324
4.0,10374
4.3,9231613
4.6,5911055
4.2,210534
4.4,6003590
4.5,6200739
4.3,9400
4.0,56642847
4.3,8595964
4.4,1429038
4.6,894435
4.4,1302
4.3,4551
4.2,12726
4.3,3213548
4.3,3943
4.6,57
3.6,214
4.3,11657972
4.2,2588
4.2,1117
4.4,607
4.3,9433
4.9,73
4.5,1250
4.2,10790092
4.3,659395
4.2,13096
3.8,38
4.2,1671658
1.0,1
4.4,6495
4.0,43
4.4,20368
4.4,5427
4.5,76593
3.4,58
3.8,183
3.7,5559
4.1,41
4.6,759838
4.4,51
4.2,127
4.2,4828372
4.4,3697174
4.5,4830407
4.2,1855262
4.5,1128805
4.3,64884
4.4,8021623
4.2,857215
3.6,2065
4.0,3419464
4.4,12683
4.6,3656
4.5,1034
4.4,120
4.2,59
4.3,989344
4.6,267042
1.8,53
